date,campaign_id,spend,impressions,bid_requests,win_rate,installs,retained_users,attributed_revenue,cpi,roas,d7_retention,pacing_index,contextual_fit,signal_coverage,creative_fatigue,measurement_reliability,predicted_value_index
2026-04-09,CMP003,8045,2835591,20462161,0.139,1223,531,17611.01,6.58,2.19,0.434,1.28,0.771,0.754,0.619,0.737,79.8
2026-04-10,CMP003,4820,1898130,9955747,0.191,893,399,10660.11,5.4,2.21,0.447,0.767,0.933,0.99,0.604,0.857,98.6
2026-04-11,CMP003,6092,2225274,16483100,0.135,1182,493,12391.11,5.15,2.03,0.417,0.969,0.81,0.815,0.698,0.92,85.7
2026-04-12,CMP003,6350,1813080,9241905,0.196,1164,504,13782.58,5.46,2.17,0.433,1.01,0.96,0.965,0.622,0.742,87.1
2026-04-13,CMP003,4772,1883425,9927075,0.19,907,436,11666.9,5.26,2.44,0.481,0.759,0.917,0.854,0.676,0.46,87.7
2026-04-14,CMP003,4986,1617642,10808313,0.15,810,362,10497.61,6.16,2.11,0.447,0.793,0.844,0.719,0.817,0.794,89.2
2026-04-15,CMP003,7789,4075466,20091832,0.203,1056,449,18683.66,7.38,2.4,0.425,1.239,0.789,0.874,0.739,0.767,82.5
2026-04-16,CMP003,7502,4057027,19698519,0.206,1203,561,12918.6,6.24,1.72,0.466,1.194,0.781,0.772,0.816,0.748,77.5
2026-04-17,CMP003,6400,3150871,19310354,0.163,1045,445,14714.63,6.12,2.3,0.426,1.018,0.826,0.802,0.82,0.78,82.2
2026-04-18,CMP003,5466,3615201,23036967,0.157,973,458,13787.38,5.62,2.52,0.471,0.87,0.913,0.7,0.817,0.939,88.4
2026-04-19,CMP003,6694,4321304,19078498,0.227,1000,482,10390.84,6.69,1.55,0.482,1.065,0.742,0.744,0.729,0.696,78.7
2026-04-20,CMP003,4810,2413578,15069506,0.16,750,356,8635.94,6.41,1.8,0.475,0.765,0.836,0.876,0.763,0.971,89.8
2026-04-21,CMP003,8045,4942538,35714091,0.138,1373,654,12531.63,5.86,1.56,0.476,1.28,0.831,0.662,0.693,0.99,79.2
2026-04-22,CMP003,5903,2287634,10151963,0.225,1009,469,11913.37,5.85,2.02,0.465,0.939,0.932,0.99,0.777,0.629,85.7
2026-04-23,CMP003,6956,3606246,12914750,0.279,1319,592,17561.23,5.27,2.52,0.449,1.107,0.87,0.823,0.902,0.944,89.9
2026-04-24,CMP003,5979,3597294,17228277,0.209,870,422,12873.15,6.87,2.15,0.485,0.951,0.835,0.909,0.825,0.803,87.9
2026-04-25,CMP003,8045,5418396,30168826,0.18,1134,496,12149.87,7.09,1.51,0.437,1.28,0.731,0.529,0.784,0.814,74.0
2026-04-26,CMP003,7891,3811824,19816334,0.192,1336,614,16421.05,5.91,2.08,0.46,1.255,0.913,0.621,0.741,0.701,82.2
2026-04-27,CMP003,5964,3144847,20330219,0.155,929,421,12528.8,6.42,2.1,0.453,0.949,0.804,0.925,0.926,0.671,83.2
2026-04-28,CMP003,7827,5247644,20264027,0.259,1404,694,15042.79,5.57,1.92,0.494,1.245,0.937,0.894,0.757,0.753,84.3
2026-02-16,CMP004,4455,2835879,9104444,0.311,878,367,8566.79,5.07,1.92,0.418,0.832,0.554,0.766,0.151,0.852,81.6
2026-02-17,CMP004,3608,1530358,4545263,0.337,846,330,5425.73,4.26,1.5,0.39,0.674,0.494,0.684,0.176,0.99,88.2
2026-02-18,CMP004,5497,2818058,9578026,0.294,1157,454,11548.24,4.75,2.1,0.392,1.026,0.52,0.541,0.189,0.804,86.6
2026-02-19,CMP004,4893,3020721,12214056,0.247,1178,454,8152.92,4.15,1.67,0.385,0.913,0.476,0.99,0.271,0.825,91.6
2026-02-20,CMP004,4171,1106667,5157558,0.215,1215,474,8516.39,3.43,2.04,0.39,0.779,0.523,0.871,0.266,0.836,92.6
2026-02-21,CMP004,4077,2146327,8940818,0.24,935,412,7242.89,4.36,1.78,0.441,0.761,0.644,0.708,0.2,0.885,92.2
2026-02-22,CMP004,5786,1894443,6938222,0.273,1242,535,11686.43,4.66,2.02,0.431,1.08,0.465,0.894,0.216,0.821,82.7
2026-02-23,CMP004,5924,3139194,14518066,0.216,1218,490,9624.34,4.86,1.62,0.402,1.106,0.622,0.852,0.209,0.711,85.7
2026-02-24,CMP004,5478,2327819,10687156,0.218,1434,561,8738.94,3.82,1.6,0.391,1.023,0.466,0.896,0.356,0.776,85.4
2026-02-25,CMP004,5230,1981652,7228639,0.274,999,391,9843.41,5.24,1.88,0.391,0.976,0.459,0.678,0.358,0.676,76.1
2026-02-26,CMP004,6857,3768640,11637655,0.324,1867,770,13723.95,3.67,2.0,0.412,1.28,0.49,0.843,0.279,0.732,80.9
2026-02-27,CMP004,5595,3198968,14495529,0.221,1467,598,9629.0,3.81,1.72,0.408,1.045,0.585,0.772,0.386,0.677,89.7
2026-02-28,CMP004,6119,2424390,7634311,0.318,1220,552,9905.52,5.02,1.62,0.452,1.142,0.647,0.76,0.318,0.787,81.9
2026-03-01,CMP004,4032,2182771,10526810,0.207,918,399,6645.91,4.39,1.65,0.435,0.753,0.492,0.63,0.302,0.868,74.5
2026-03-02,CMP004,5565,3456982,11494013,0.301,1489,676,11367.31,3.74,2.04,0.454,1.039,0.496,0.921,0.332,0.858,89.1
2026-03-03,CMP004,5699,1827952,7114641,0.257,1502,608,9297.92,3.79,1.63,0.405,1.064,0.426,0.919,0.306,0.618,90.0
2026-03-04,CMP004,6790,4287135,13264261,0.323,1757,802,12225.54,3.86,1.8,0.456,1.267,0.496,0.825,0.417,0.743,78.5
2026-03-05,CMP004,6535,4241645,15738876,0.27,1342,556,12408.7,4.87,1.9,0.414,1.22,0.431,0.949,0.326,0.893,81.5
2026-03-06,CMP004,6726,3291809,14489957,0.227,1480,666,14973.66,4.54,2.23,0.45,1.256,0.489,0.732,0.333,0.796,88.4
2026-03-07,CMP004,6857,3175049,15571805,0.204,1564,604,10014.36,4.38,1.46,0.386,1.28,0.402,0.777,0.373,0.737,84.3
2026-03-08,CMP004,5860,2403966,9329487,0.258,1264,565,8463.16,4.64,1.44,0.447,1.094,0.56,0.879,0.431,0.856,83.1
2026-03-09,CMP004,5927,3431944,13780503,0.249,1269,493,7880.64,4.67,1.33,0.388,1.107,0.562,0.772,0.446,0.831,79.5
2026-03-10,CMP004,5277,2939027,10927349,0.269,1092,457,6677.49,4.83,1.27,0.418,0.985,0.427,0.951,0.341,0.573,76.7
2026-03-11,CMP004,5610,3447439,10822697,0.319,1294,514,7685.58,4.34,1.37,0.397,1.047,0.48,0.467,0.303,0.738,78.2
2026-03-12,CMP004,5328,3012514,8949491,0.337,1136,438,10772.14,4.69,2.02,0.386,0.995,0.408,0.887,0.458,0.733,79.8
2026-03-13,CMP004,5022,3159093,12377642,0.255,975,374,8777.58,5.15,1.75,0.384,0.938,0.422,0.729,0.306,0.911,76.5
2026-03-14,CMP004,4189,1345942,4663296,0.289,880,367,5977.9,4.76,1.43,0.417,0.782,0.633,0.847,0.422,0.99,83.2
2026-03-15,CMP004,6857,4018001,13488234,0.298,1704,689,13451.55,4.02,1.96,0.404,1.28,0.537,0.765,0.406,0.668,87.1
2026-03-16,CMP004,5616,1648057,7830065,0.21,1127,505,8693.96,4.98,1.55,0.448,1.048,0.604,0.728,0.444,0.761,81.5
2026-03-17,CMP004,3260,840343,3788461,0.222,819,332,5538.44,3.98,1.7,0.405,0.609,0.432,0.45,0.465,0.834,73.0
2026-03-18,CMP004,4877,1495686,4519154,0.331,1320,527,9983.3,3.69,2.05,0.399,0.91,0.599,0.903,0.531,0.607,83.6
2026-03-19,CMP004,5952,2596265,9588373,0.271,1603,689,12109.34,3.71,2.03,0.43,1.111,0.502,0.688,0.408,0.914,83.7
2026-03-20,CMP004,4696,2085905,6997835,0.298,993,413,6001.86,4.73,1.28,0.416,0.877,0.402,0.575,0.399,0.839,77.3
2026-03-21,CMP004,4197,2125251,10168886,0.209,933,393,6780.31,4.5,1.62,0.421,0.783,0.633,0.719,0.512,0.93,85.3
2026-03-22,CMP004,5192,1673403,4966030,0.337,1446,654,9876.13,3.59,1.9,0.452,0.969,0.525,0.828,0.375,0.771,84.6
2026-03-23,CMP004,3788,2203296,9271298,0.238,899,372,5492.79,4.21,1.45,0.414,0.707,0.64,0.658,0.424,0.806,87.7
2026-03-24,CMP004,4566,2338171,10965973,0.213,899,357,8169.49,5.08,1.79,0.397,0.852,0.405,0.687,0.481,0.873,70.9
2026-03-25,CMP004,3161,830463,3752820,0.221,743,295,5940.85,4.25,1.88,0.397,0.59,0.594,0.703,0.568,0.729,78.4
2026-03-26,CMP004,4563,2745928,8479083,0.324,1047,457,8208.45,4.36,1.8,0.436,0.852,0.555,0.772,0.448,0.831,88.0
2026-03-27,CMP004,5248,2999060,12066885,0.249,1228,496,7322.84,4.27,1.4,0.404,0.98,0.642,0.788,0.493,0.982,85.2
2026-03-28,CMP004,5394,2219895,6594131,0.337,1189,451,10112.55,4.54,1.87,0.379,1.007,0.471,0.99,0.586,0.674,79.4
2026-03-29,CMP004,4012,1447830,5579173,0.26,1058,475,7665.82,3.79,1.91,0.449,0.749,0.432,0.78,0.451,0.68,82.6
2026-03-30,CMP004,3927,1624872,6994223,0.232,985,393,6817.57,3.99,1.74,0.399,0.733,0.584,0.944,0.494,0.924,78.2
2026-03-31,CMP004,5638,3041812,9856271,0.309,1108,434,7578.24,5.09,1.34,0.392,1.052,0.511,0.653,0.512,0.882,72.5
2026-04-01,CMP004,4237,2028271,6032916,0.336,1166,532,8193.92,3.63,1.93,0.456,0.791,0.551,0.705,0.555,0.869,84.9
2026-04-02,CMP004,5173,2739341,14486298,0.189,1422,593,8777.31,3.64,1.7,0.417,0.966,0.535,0.751,0.669,0.857,80.7
2026-04-03,CMP004,3634,1431139,4273911,0.335,747,311,4452.67,4.86,1.23,0.416,0.678,0.456,0.738,0.487,0.745,71.9
2026-04-04,CMP004,5217,2131306,6620056,0.322,1346,544,10075.2,3.88,1.93,0.404,0.974,0.59,0.786,0.63,0.692,85.4
2026-04-05,CMP004,4132,2562393,8813924,0.291,805,352,6932.76,5.13,1.68,0.437,0.771,0.548,0.948,0.76,0.818,72.9
2026-04-06,CMP004,3693,2189244,10349152,0.212,806,371,5164.09,4.58,1.4,0.46,0.689,0.544,0.978,0.588,0.975,84.6
2026-04-07,CMP004,4628,2773546,10743058,0.258,1222,533,6606.09,3.79,1.43,0.436,0.864,0.472,0.99,0.745,0.735,84.6
2026-04-08,CMP004,4570,2410983,9736147,0.248,931,363,5761.31,4.91,1.26,0.39,0.853,0.444,0.771,0.785,0.871,66.8
2026-04-09,CMP004,5700,2298426,8979619,0.256,1353,542,10780.71,4.21,1.89,0.401,1.064,0.62,0.665,0.772,0.864,82.6
2026-04-10,CMP004,6461,3149635,9935526,0.317,1413,631,11131.08,4.57,1.72,0.447,1.206,0.512,0.675,0.773,0.74,77.5
2026-04-11,CMP004,4759,2272176,6876720,0.33,1282,529,6276.84,3.71,1.32,0.413,0.888,0.431,0.746,0.613,0.793,76.9
2026-04-12,CMP004,4772,1999497,7085928,0.282,1285,522,7484.7,3.71,1.57,0.406,0.891,0.553,0.779,0.675,0.923,82.4
2026-04-13,CMP004,5894,3387498,12825940,0.264,1058,447,8041.03,5.57,1.36,0.422,1.1,0.403,0.915,0.801,0.801,69.2
2026-04-14,CMP004,5823,2307244,9852126,0.234,1403,554,9345.51,4.15,1.6,0.395,1.087,0.403,0.956,0.779,0.838,75.1
2026-04-15,CMP004,6135,2738661,10570644,0.259,1063,434,10653.09,5.77,1.74,0.408,1.145,0.598,0.745,0.768,0.755,72.5
2026-04-16,CMP004,5491,3542671,12643309,0.28,1541,592,7762.96,3.56,1.41,0.384,1.025,0.525,0.872,0.836,0.657,80.0
2026-04-17,CMP004,4572,1249606,4331376,0.289,979,369,8097.89,4.67,1.77,0.377,0.854,0.434,0.802,0.685,0.872,76.4
2026-04-18,CMP004,5952,1532738,7240868,0.212,1553,668,10263.48,3.83,1.72,0.43,1.111,0.588,0.837,0.723,0.802,80.7
2026-04-19,CMP004,4533,1647827,8326755,0.198,1200,514,7845.62,3.78,1.73,0.428,0.846,0.462,0.839,0.821,0.807,79.0
2026-04-20,CMP004,5418,2582555,13622798,0.19,1048,426,8137.8,5.17,1.5,0.406,1.012,0.543,0.78,0.799,0.728,75.0
2026-04-21,CMP004,6599,1943053,6698248,0.29,1185,498,8869.13,5.57,1.34,0.42,1.232,0.411,0.803,0.726,0.673,67.5
2026-04-22,CMP004,4692,1200330,5112891,0.235,1236,480,9463.97,3.8,2.02,0.388,0.876,0.507,0.977,0.744,0.58,84.4
2026-04-23,CMP004,6635,2023432,9920381,0.204,1236,553,11150.79,5.37,1.68,0.447,1.239,0.45,0.692,0.739,0.711,69.5
2026-04-24,CMP004,5503,1910060,7387594,0.259,943,399,9904.42,5.84,1.8,0.423,1.027,0.625,0.817,0.88,0.66,71.1
2026-04-25,CMP004,6857,3876048,13393579,0.289,1502,573,10332.2,4.57,1.51,0.381,1.28,0.473,0.749,0.774,0.741,70.0
2026-04-26,CMP004,4796,1415606,6702518,0.211,986,382,6353.85,4.86,1.32,0.387,0.895,0.527,0.944,0.806,0.829,72.6
2026-02-05,CMP005,3328,1568334,4422267,0.355,1145,475,8558.0,2.91,2.57,0.415,1.195,0.577,0.817,0.219,0.99,82.3
2026-02-06,CMP005,2572,1455067,3320065,0.438,1293,513,6859.68,1.99,2.67,0.397,0.923,0.699,0.872,0.058,0.825,96.3
2026-02-07,CMP005,2982,1216124,3372313,0.361,1188,464,5492.22,2.51,1.84,0.391,1.071,0.598,0.885,0.26,0.885,86.7
2026-02-08,CMP005,3508,2145956,6655210,0.322,1481,524,6778.19,2.37,1.93,0.354,1.259,0.476,0.724,0.178,0.662,78.9
2026-02-09,CMP005,2158,1350569,3473480,0.389,930,396,4369.55,2.32,2.02,0.426,0.775,0.604,0.673,0.192,0.931,84.7
2026-02-10,CMP005,3488,2376969,6244136,0.381,1501,649,7730.05,2.32,2.22,0.432,1.252,0.656,0.779,0.123,0.9,85.3
2026-02-11,CMP005,2650,1780361,5237874,0.34,1150,492,5167.48,2.3,1.95,0.428,0.951,0.605,0.823,0.297,0.99,82.3
2026-02-12,CMP005,2263,1359958,3405093,0.399,866,316,4919.23,2.61,2.17,0.365,0.813,0.477,0.778,0.207,0.824,89.6
2026-02-13,CMP005,1796,825810,1985239,0.416,817,332,4669.18,2.2,2.6,0.406,0.645,0.535,0.836,0.278,0.739,85.9
2026-02-14,CMP005,1416,855902,2040015,0.42,577,223,3550.43,2.45,2.51,0.386,0.508,0.643,0.864,0.306,0.741,91.1
2026-02-15,CMP005,3148,1694289,5535915,0.306,1166,439,5876.92,2.7,1.87,0.377,1.13,0.693,0.722,0.328,0.76,92.5
2026-02-16,CMP005,2327,902189,2460271,0.367,962,388,4482.11,2.42,1.93,0.403,0.836,0.465,0.949,0.198,0.773,83.8
2026-02-17,CMP005,2532,981779,3100421,0.317,1149,487,5533.09,2.2,2.19,0.424,0.909,0.599,0.875,0.21,0.985,84.9
2026-02-18,CMP005,2127,619549,2067254,0.3,923,335,5251.0,2.3,2.47,0.363,0.764,0.592,0.722,0.221,0.673,84.2
2026-02-19,CMP005,3111,1755417,5251964,0.334,1033,414,6304.69,3.01,2.03,0.401,1.117,0.478,0.89,0.389,0.85,88.7
2026-02-20,CMP005,2351,832013,2682889,0.31,813,300,4607.87,2.89,1.96,0.369,0.844,0.663,0.647,0.4,0.817,87.9
2026-02-21,CMP005,2610,1290368,3229439,0.4,766,313,4664.21,3.41,1.79,0.409,0.937,0.462,0.733,0.277,0.822,75.0
2026-02-22,CMP005,3165,1087948,3418299,0.318,1110,423,8329.29,2.85,2.63,0.381,1.136,0.565,0.99,0.449,0.692,86.7
2026-02-23,CMP005,2795,1489591,3948913,0.377,1184,467,6565.42,2.36,2.35,0.394,1.004,0.558,0.574,0.421,0.891,83.1
2026-02-24,CMP005,2649,1005615,3266536,0.308,950,391,5969.01,2.79,2.25,0.412,0.951,0.568,0.965,0.444,0.549,81.6
2026-02-25,CMP005,2602,1312650,2932761,0.448,991,397,5868.14,2.63,2.26,0.401,0.934,0.599,0.743,0.42,0.745,89.2
2026-02-26,CMP005,2789,884408,2370701,0.373,1063,443,6666.67,2.62,2.39,0.417,1.001,0.631,0.896,0.395,0.99,89.6
2026-02-27,CMP005,2221,1144057,3356699,0.341,728,282,5337.29,3.05,2.4,0.387,0.797,0.682,0.988,0.275,0.684,89.0
2026-02-28,CMP005,2185,1600905,4292073,0.373,642,267,4102.36,3.4,1.88,0.416,0.784,0.552,0.721,0.462,0.805,77.2
2026-03-01,CMP005,3565,1710946,4143420,0.413,1297,513,8232.77,2.75,2.31,0.396,1.28,0.549,0.761,0.398,0.754,83.7
2026-03-02,CMP005,2665,1162745,2897588,0.401,1100,430,6626.25,2.42,2.49,0.391,0.957,0.663,0.839,0.457,0.753,83.5
2026-03-03,CMP005,2390,1343354,3338990,0.402,691,261,4480.41,3.46,1.87,0.378,0.858,0.464,0.704,0.341,0.9,76.6
2026-03-04,CMP005,1905,561611,1358156,0.414,859,348,4550.82,2.22,2.39,0.405,0.684,0.684,0.888,0.37,0.624,87.6
2026-03-05,CMP005,1804,1196033,3665441,0.326,639,248,3656.88,2.82,2.03,0.388,0.648,0.617,0.835,0.478,0.856,81.3
2026-03-06,CMP005,1584,503300,1360798,0.37,452,182,3621.92,3.5,2.29,0.403,0.569,0.698,0.695,0.543,0.884,76.8
2026-03-07,CMP005,2138,1428829,4466469,0.32,821,351,4559.53,2.6,2.13,0.428,0.768,0.505,0.841,0.384,0.754,85.9
2026-03-08,CMP005,1631,988664,2407837,0.411,679,256,3090.77,2.4,1.9,0.377,0.586,0.58,0.846,0.526,0.964,84.8
2026-03-09,CMP005,1496,978777,2435822,0.402,527,225,2925.1,2.84,1.96,0.427,0.537,0.632,0.74,0.415,0.73,79.8
2026-03-10,CMP005,2074,1142614,2720368,0.42,660,273,5214.31,3.14,2.51,0.414,0.745,0.64,0.534,0.459,0.97,82.8
2026-03-11,CMP005,1878,1152399,3534058,0.326,661,256,3661.48,2.84,1.95,0.387,0.674,0.512,0.962,0.553,0.773,83.5
2026-03-12,CMP005,1855,535645,1211045,0.442,774,311,4914.9,2.4,2.65,0.402,0.666,0.607,0.955,0.571,0.668,88.2
2026-03-13,CMP005,1924,1194841,3599692,0.332,765,284,4782.82,2.52,2.49,0.371,0.691,0.684,0.806,0.427,0.99,90.9
2026-03-14,CMP005,2692,1698399,4409920,0.385,946,399,4372.19,2.85,1.62,0.422,0.967,0.625,0.64,0.547,0.836,76.2
2026-03-15,CMP005,2928,1964131,5785213,0.34,995,427,6268.87,2.94,2.14,0.429,1.051,0.608,0.952,0.462,0.918,91.4
2026-03-16,CMP005,2918,1575977,4662991,0.338,982,380,7328.41,2.97,2.51,0.387,1.048,0.627,0.635,0.543,0.714,83.3
2026-03-17,CMP005,1738,512426,1531998,0.334,700,287,4012.73,2.48,2.31,0.41,0.624,0.451,0.766,0.456,0.819,82.4
2026-03-18,CMP005,2088,1093015,2681403,0.408,922,358,4264.09,2.26,2.04,0.388,0.75,0.592,0.902,0.653,0.794,87.2
2026-03-19,CMP005,2154,732784,2193947,0.334,685,274,3784.89,3.14,1.76,0.4,0.773,0.53,0.712,0.63,0.773,81.6
2026-03-20,CMP005,2174,1114928,3601429,0.31,667,280,5015.85,3.26,2.31,0.42,0.781,0.612,0.914,0.552,0.644,77.5
2026-03-21,CMP005,2955,1344153,3011245,0.446,1313,547,7406.52,2.25,2.51,0.417,1.061,0.466,0.934,0.51,0.788,86.4
2026-03-22,CMP005,2164,703694,1815927,0.388,890,378,4189.21,2.43,1.94,0.425,0.777,0.52,0.99,0.632,0.925,84.8
2026-03-23,CMP005,2453,1718589,4568939,0.376,715,261,5957.12,3.43,2.43,0.365,0.881,0.627,0.579,0.701,0.724,79.3
2026-03-24,CMP005,2436,1570530,4100215,0.383,890,352,5520.65,2.74,2.27,0.396,0.874,0.561,0.894,0.734,0.815,77.8
2026-03-25,CMP005,2538,1652819,4462933,0.37,1010,419,5727.38,2.51,2.26,0.415,0.911,0.571,0.613,0.529,0.68,84.4
2026-03-26,CMP005,1797,1242390,3242433,0.383,714,260,4031.64,2.52,2.24,0.364,0.645,0.573,0.815,0.704,0.623,77.2
2026-03-27,CMP005,2425,791242,2461541,0.321,966,400,5228.92,2.51,2.16,0.414,0.871,0.619,0.775,0.683,0.732,83.1
2026-03-28,CMP005,3310,2151755,5066072,0.425,1218,484,8066.42,2.72,2.44,0.397,1.188,0.672,0.99,0.666,0.99,85.4
2026-03-29,CMP005,1894,1396651,4133583,0.338,700,302,3191.47,2.71,1.69,0.431,0.68,0.633,0.783,0.737,0.77,72.1
2026-03-30,CMP005,2894,1663483,5243782,0.317,1101,437,5547.56,2.63,1.92,0.397,1.039,0.479,0.99,0.572,0.749,80.1
2026-03-31,CMP005,3172,1139393,2961510,0.385,1066,394,6750.13,2.98,2.13,0.37,1.139,0.479,0.912,0.776,0.844,71.1
2026-04-01,CMP005,2190,1217605,2881009,0.423,749,289,4585.12,2.92,2.09,0.386,0.786,0.524,0.832,0.582,0.689,73.7
2026-04-02,CMP005,3468,2016131,5063756,0.398,1244,518,8203.45,2.79,2.37,0.416,1.245,0.658,0.873,0.608,0.829,86.9
2026-04-03,CMP005,3372,1507020,3984179,0.378,1199,477,6698.0,2.81,1.99,0.398,1.211,0.664,0.789,0.665,0.861,87.4
2026-04-04,CMP005,2533,1824085,4893382,0.373,1025,382,4191.05,2.47,1.65,0.373,0.91,0.49,0.857,0.794,0.46,75.4
2026-04-05,CMP005,2655,1466079,3302174,0.444,1062,394,5665.0,2.5,2.13,0.371,0.953,0.541,0.906,0.61,0.69,85.4
2026-04-06,CMP005,2031,1402754,3407403,0.412,652,278,4706.26,3.12,2.32,0.426,0.729,0.65,0.922,0.744,0.99,77.4
2026-04-07,CMP005,2961,1434475,4211229,0.341,1025,384,5691.65,2.89,1.92,0.375,1.063,0.583,0.568,0.752,0.794,73.9
2026-04-08,CMP005,2327,1075387,3535779,0.304,881,329,6134.39,2.64,2.64,0.373,0.835,0.619,0.884,0.839,0.754,84.5
2026-04-09,CMP005,2541,1408694,3400610,0.414,831,313,4902.08,3.06,1.93,0.377,0.912,0.645,0.966,0.827,0.93,79.0
2026-04-10,CMP005,2628,1916140,6147996,0.312,797,317,4753.76,3.3,1.81,0.398,0.944,0.533,0.626,0.873,0.99,74.4
2026-04-11,CMP005,2306,1041278,2880391,0.362,899,375,4174.98,2.57,1.81,0.417,0.828,0.536,0.847,0.828,0.723,77.0
2026-04-12,CMP005,2562,1675208,5064162,0.331,950,370,5703.53,2.7,2.23,0.389,0.92,0.511,0.827,0.93,0.809,74.3
2026-04-13,CMP005,2900,1065021,2428244,0.439,844,361,4829.36,3.44,1.67,0.428,1.041,0.464,0.716,0.717,0.786,72.7
2026-04-14,CMP005,2123,1511667,3379948,0.447,746,265,4401.86,2.85,2.07,0.355,0.762,0.522,0.778,0.862,0.99,71.4
2026-04-15,CMP005,3175,1477781,4909889,0.301,791,309,5234.28,4.01,1.65,0.391,1.14,0.486,0.54,0.822,0.804,62.9
2026-02-12,CMP006,7801,4245896,11915292,0.356,1505,652,19671.84,5.18,2.52,0.433,1.103,0.93,0.893,0.266,0.73,95.9
2026-02-13,CMP006,6122,4924464,16236172,0.303,1349,583,12967.48,4.54,2.12,0.432,0.866,0.818,0.923,0.116,0.965,90.3
2026-02-14,CMP006,7207,2842929,6655108,0.427,1423,602,16680.47,5.06,2.31,0.423,1.019,0.908,0.826,0.167,0.706,97.2
2026-02-15,CMP006,9051,7075957,20710160,0.342,1987,823,19124.56,4.56,2.11,0.414,1.28,0.784,0.853,0.27,0.698,87.1
2026-02-16,CMP006,8538,2898316,6510176,0.445,1750,650,16683.76,4.88,1.95,0.371,1.207,0.7,0.874,0.188,0.704,91.2
2026-02-17,CMP006,5958,5038989,11586275,0.435,1045,394,13006.69,5.7,2.18,0.377,0.843,0.709,0.896,0.127,0.811,86.3
2026-02-18,CMP006,7267,4656843,12268350,0.38,1351,501,19684.88,5.38,2.71,0.371,1.028,0.801,0.828,0.319,0.648,92.0
2026-02-19,CMP006,7644,5430566,18039701,0.301,1747,714,23027.93,4.38,3.01,0.409,1.081,0.757,0.943,0.136,0.806,99
2026-02-20,CMP006,6379,2479283,5818460,0.426,1252,483,14277.84,5.1,2.24,0.386,0.902,0.694,0.932,0.167,0.721,98.6
2026-02-21,CMP006,9051,7497709,16776373,0.447,1903,770,20366.94,4.76,2.25,0.405,1.28,0.718,0.822,0.199,0.891,98.0
2026-02-22,CMP006,6990,3376146,7820422,0.432,1575,664,16203.84,4.44,2.32,0.422,0.989,0.756,0.912,0.123,0.818,96.4
2026-02-23,CMP006,5425,2871034,7606562,0.377,1060,466,13527.79,5.12,2.49,0.44,0.767,0.925,0.879,0.146,0.653,99
2026-02-24,CMP006,9051,4051091,9841712,0.412,2003,793,21687.48,4.52,2.4,0.396,1.28,0.807,0.99,0.208,0.907,94.7
2026-02-25,CMP006,5861,3945612,11032306,0.358,1281,499,11732.18,4.58,2.0,0.39,0.829,0.91,0.888,0.376,0.633,95.5
2026-02-26,CMP006,5716,3564527,10648944,0.335,1077,400,15221.0,5.31,2.66,0.371,0.808,0.762,0.71,0.178,0.871,97.3
2026-02-27,CMP006,9051,6719557,16206287,0.415,2142,933,23270.24,4.23,2.57,0.436,1.28,0.826,0.708,0.251,0.99,98.0
2026-02-28,CMP006,6766,4240403,11470454,0.37,1393,572,20385.22,4.86,3.01,0.411,0.957,0.902,0.822,0.285,0.898,96.5
2026-03-01,CMP006,6938,5600257,16544774,0.338,1179,432,17823.97,5.88,2.57,0.366,0.981,0.759,0.821,0.333,0.99,90.4
2026-03-02,CMP006,8358,6575080,17926279,0.367,1286,490,16913.28,6.5,2.02,0.381,1.182,0.831,0.623,0.441,0.603,82.9
2026-03-03,CMP006,5450,2367322,7155764,0.331,1217,522,10121.43,4.48,1.86,0.429,0.771,0.764,0.907,0.4,0.927,91.4
2026-03-04,CMP006,8350,3085513,10046091,0.307,1793,720,22147.18,4.66,2.65,0.402,1.181,0.797,0.816,0.32,0.714,87.0
2026-03-05,CMP006,5999,4364967,11620369,0.376,1275,484,13776.61,4.71,2.3,0.38,0.848,0.801,0.749,0.256,0.99,92.7
2026-03-06,CMP006,5622,4498167,11283287,0.399,920,392,15018.06,6.11,2.67,0.426,0.795,0.721,0.974,0.36,0.691,92.0
2026-03-07,CMP006,5756,4632004,14610523,0.317,1263,477,15035.01,4.56,2.61,0.378,0.814,0.704,0.99,0.432,0.957,91.1
2026-03-08,CMP006,6546,3694238,10896152,0.339,1245,480,12119.3,5.26,1.85,0.386,0.926,0.758,0.833,0.472,0.883,89.1
2026-03-09,CMP006,5517,2884005,8371558,0.345,1254,498,11601.93,4.4,2.1,0.397,0.78,0.808,0.99,0.5,0.95,91.2
2026-03-10,CMP006,7247,4236231,9874881,0.429,1677,694,14607.71,4.32,2.02,0.414,1.025,0.912,0.813,0.439,0.754,91.8
2026-03-11,CMP006,7242,3634775,9019018,0.403,1622,594,20110.91,4.46,2.78,0.366,1.024,0.731,0.833,0.346,0.9,90.6
2026-03-12,CMP006,6218,2380689,7638318,0.312,1159,487,12815.13,5.36,2.06,0.42,0.879,0.9,0.771,0.353,0.798,94.6
2026-03-13,CMP006,5053,1756318,4197372,0.418,897,379,9797.13,5.63,1.94,0.423,0.715,0.913,0.654,0.56,0.88,83.9
2026-03-14,CMP006,6248,2127443,5690312,0.374,1323,517,17156.42,4.72,2.75,0.391,0.884,0.797,0.99,0.338,0.807,96.8
